"","ID","Name","Sex","Age","Height","Weight","Team","Year","Sport","Medal"
"1480",14212,"Lyes Bouyacoub","M",33,185,100,"Algeria",2016,"Judo",NA
"1481",14215,"Alexandre Bouzaid","M",35,168,75,"Senegal",2016,"Fencing",NA
"1482",14227,"George Richard Lycott Bovell","M",33,196,74,"Trinidad and Tobago",2016,"Swimming",NA
"1483",14243,"Scott Bowden","M",21,175,65,"Australia",2016,"Cycling",NA
"1484",14243,"Scott Bowden","M",21,175,65,"Australia",2016,"Cycling",NA
"1485",14250,"Alex Bowen","M",22,196,102,"United States",2016,"Water Polo",NA
"1486",14252,"Kate Elizabeth ""Katie"" Bowen-Duncan","F",22,172,56,"New Zealand",2016,"Football",NA
"1487",14266,"Frentorish ""Tori"" Bowie","F",25,175,58,"United States",2016,"Athletics","Silver"
"1488",14266,"Frentorish ""Tori"" Bowie","F",25,175,58,"United States",2016,"Athletics","Bronze"
"1489",14266,"Frentorish ""Tori"" Bowie","F",25,175,58,"United States",2016,"Athletics","Gold"
"1490",14267,"Daniel Bowker","M",28,191,89,"Australia",2016,"Canoeing",NA
"1491",14288,"Brenda Bowskill","F",24,170,68,"Canada",2016,"Sailing",NA
"1492",14316,"Brendan Boyce","M",29,183,76,"Ireland",2016,"Athletics",NA
"1493",14325,"Alana Boyd","F",32,171,59,"Australia",2016,"Athletics",NA
"1494",14328,"Danielle ""Dannie"" Boyd","F",26,178,71,"Canada",2016,"Sailing",NA
"1495",14359,"Marine Clmence Boyer","F",16,162,52,"France",2016,"Gymnastics",NA
"1496",14359,"Marine Clmence Boyer","F",16,162,52,"France",2016,"Gymnastics",NA
"1497",14359,"Marine Clmence Boyer","F",16,162,52,"France",2016,"Gymnastics",NA
"1498",14373,"Lauren Marie Boyle","F",28,183,67,"New Zealand",2016,"Swimming",NA
"1499",14373,"Lauren Marie Boyle","F",28,183,67,"New Zealand",2016,"Swimming",NA
"1500",14388,"Francisco Boza Dibos","M",51,176,95,"Peru",2016,"Shooting",NA
"1501",14398,"Georgi Bozhilov","M",27,201,107,"Bulgaria",2016,"Rowing",NA
"1502",14409,"Luka Boi","M",25,173,72,"Slovenia",2016,"Canoeing",NA
"1503",14432,"Elisa Bozzo","F",29,170,58,"Italy",2016,"Synchronized Swimming",NA
"1504",14447,"Frederik Lindbg Brsting","M",21,184,78,"Denmark",2016,"Football",NA
"1505",14456,"Roel Hubertus Braas","M",29,200,100,"Netherlands",2016,"Rowing",NA
"1506",14478,"Josu Brachi Garca","M",23,156,56,"Spain",2016,"Weightlifting",NA
"1507",14489,"Marvin Bracy","M",22,175,78,"United States",2016,"Athletics",NA
"1508",14540,"Rui Pedro Rebelo Bragana","M",24,180,58,"Portugal",2016,"Taekwondo",NA
"1509",14547,"Pablo Dominic Brgger","M",23,169,64,"Switzerland",2016,"Gymnastics",NA
"1510",14547,"Pablo Dominic Brgger","M",23,169,64,"Switzerland",2016,"Gymnastics",NA
"1511",14547,"Pablo Dominic Brgger","M",23,169,64,"Switzerland",2016,"Gymnastics",NA
"1512",14547,"Pablo Dominic Brgger","M",23,169,64,"Switzerland",2016,"Gymnastics",NA
"1513",14547,"Pablo Dominic Brgger","M",23,169,64,"Switzerland",2016,"Gymnastics",NA
"1514",14547,"Pablo Dominic Brgger","M",23,169,64,"Switzerland",2016,"Gymnastics",NA
"1515",14547,"Pablo Dominic Brgger","M",23,169,64,"Switzerland",2016,"Gymnastics",NA
"1516",14558,"Luca Braidot","M",25,179,69,"Italy",2016,"Cycling",NA
"1517",14577,"Michael Brake","M",21,187,91,"New Zealand",2016,"Rowing",NA
"1518",14580,"Jovana Brakoevi-Kancian","F",28,196,82,"Serbia",2016,"Volleyball","Silver"
"1519",14599,"Mario Alfonso Bran Granillo","M",26,168,64,"Guatemala",2016,"Athletics",NA
"1520",14608,"Cristina Direito Branco","F",31,172,68,"Angola",2016,"Handball",NA
"1521",14621,"Isabel Brand Leu","F",20,169,53,"Guatemala",2016,"Modern Pentathlon",NA
"1522",14645,"David Karl Brandl","M",29,187,82,"Austria",2016,"Swimming",NA
"1523",14666,"Dorothea Brandt","F",32,178,70,"Germany",2016,"Swimming",NA
"1524",14670,"Julian Brandt","M",20,183,83,"Germany",2016,"Football","Silver"
"1525",14687,"Nathan ""Nate"" Brannen","M",33,174,58,"Canada",2016,"Athletics",NA
"1526",14697,"Mara Branz","F",26,170,68,"Argentina",2016,"Sailing",NA
"1527",14698,"Ana Maria Florentina Brnz-Popescu","F",31,175,64,"Romania",2016,"Fencing",NA
"1528",14698,"Ana Maria Florentina Brnz-Popescu","F",31,175,64,"Romania",2016,"Fencing","Gold"
"1529",14743,"Yannick Brauchli","M",28,173,63,"Switzerland",2016,"Sailing",NA
"1530",14752,"Sarah-Anne Brault","F",26,171,65,"Canada",2016,"Triathlon",NA
"1531",14757,"Anton Braun","M",26,202,104,"Germany",2016,"Rowing",NA
"1532",14768,"Pieter Braun","M",23,186,83,"Netherlands",2016,"Athletics",NA
"1533",14786,"Albert Idel Bravo Morales","M",28,199,88,"Venezuela",2016,"Athletics",NA
"1534",14786,"Albert Idel Bravo Morales","M",28,199,88,"Venezuela",2016,"Athletics",NA
"1535",14790,"Elizabeth Mara Bravo iguez","F",29,160,49,"Ecuador",2016,"Triathlon",NA
"1536",14792,"Marina Bravo Bragado","F",27,173,68,"Spain",2016,"Rugby Sevens",NA
"1537",14804,"Sophie Charlotte Bray","F",26,164,58,"Great Britain",2016,"Hockey","Gold"
"1538",14810,"Thiago Braz da Silva","M",22,183,75,"Brazil",2016,"Athletics","Gold"
"1539",14817,"Kelly Brazier","F",26,171,70,"New Zealand",2016,"Rugby Sevens","Silver"
"1540",14830,"Stefano Brecciaroli","M",41,177,71,"Italy",2016,"Equestrianism",NA
"1541",14830,"Stefano Brecciaroli","M",41,177,71,"Italy",2016,"Equestrianism",NA
"1542",14837,"Elson Viney-Bartel Brechtefeld","M",22,155,56,"Nauru",2016,"Weightlifting",NA
"1543",14865,"Melissa Breen","F",25,174,65,"Australia",2016,"Athletics",NA
"1544",14867,"Vincent Breet","M",23,195,92,"South Africa",2016,"Rowing",NA
"1545",14894,"Andre Breitbarth","M",26,191,125,"Germany",2016,"Judo",NA
"1546",14903,"Odd Arne Brekne","M",31,182,NA,"Norway",2016,"Shooting",NA
"1547",14903,"Odd Arne Brekne","M",31,182,NA,"Norway",2016,"Shooting",NA
"1548",14908,"Nils Brembach","M",23,184,70,"Germany",2016,"Athletics",NA
"1549",14930,"Sebastian Brendel","M",28,192,92,"Germany",2016,"Canoeing","Gold"
"1550",14930,"Sebastian Brendel","M",28,192,92,"Germany",2016,"Canoeing","Gold"
"1551",14940,"Nery Antonio Brenes Crdenas","M",30,175,70,"Costa Rica",2016,"Athletics",NA
"1552",14940,"Nery Antonio Brenes Crdenas","M",30,175,70,"Costa Rica",2016,"Athletics",NA
"1553",14951,"Lisa Brennauer","F",28,168,63,"Germany",2016,"Cycling",NA
"1554",14951,"Lisa Brennauer","F",28,168,63,"Germany",2016,"Cycling",NA
"1555",14963,"Klaudia Bre","F",22,158,52,"Poland",2016,"Shooting",NA
"1556",14963,"Klaudia Bre","F",22,158,52,"Poland",2016,"Shooting",NA
"1557",14976,"Luis Brethauer","M",23,176,82,"Germany",2016,"Cycling",NA
"1558",14983,"Andreas Bretschneider","M",26,167,60,"Germany",2016,"Gymnastics",NA
"1559",14983,"Andreas Bretschneider","M",26,167,60,"Germany",2016,"Gymnastics",NA
"1560",14983,"Andreas Bretschneider","M",26,167,60,"Germany",2016,"Gymnastics",NA
"1561",14983,"Andreas Bretschneider","M",26,167,60,"Germany",2016,"Gymnastics",NA
"1562",14983,"Andreas Bretschneider","M",26,167,60,"Germany",2016,"Gymnastics",NA
"1563",14983,"Andreas Bretschneider","M",26,167,60,"Germany",2016,"Gymnastics",NA
"1564",14983,"Andreas Bretschneider","M",26,167,60,"Germany",2016,"Gymnastics",NA
"1565",15000,"Marine Grace Brevet","F",21,162,52,"France",2016,"Gymnastics",NA
"1566",15000,"Marine Grace Brevet","F",21,162,52,"France",2016,"Gymnastics",NA
"1567",15000,"Marine Grace Brevet","F",21,162,52,"France",2016,"Gymnastics",NA
"1568",15000,"Marine Grace Brevet","F",21,162,52,"France",2016,"Gymnastics",NA
"1569",15000,"Marine Grace Brevet","F",21,162,52,"France",2016,"Gymnastics",NA
"1570",15012,"Andrea Brewster","F",33,163,62,"Ireland",2016,"Sailing",NA
"1571",15023,"Darko Brguljan","M",25,180,97,"Montenegro",2016,"Water Polo",NA
"1572",15024,"Drako Brguljan","M",31,194,92,"Montenegro",2016,"Water Polo",NA
"1573",15029,"Morgan Paige Brian","F",23,170,58,"United States",2016,"Football",NA
"1574",15046,"Thomas Felipe Briceo Gonzlez","M",22,186,90,"Chile",2016,"Judo",NA
"1575",15065,"George Spencer Bridgewater","M",33,200,97,"New Zealand",2016,"Rowing",NA
"1576",15071,"Thomas Briels","M",28,172,71,"Belgium",2016,"Hockey","Silver"
"1577",15079,"Stphanie Brieussel","F",42,169,55,"France",2016,"Equestrianism",NA
"1578",15079,"Stphanie Brieussel","F",42,169,55,"France",2016,"Equestrianism",NA
"1579",15119,"Maxime Brinck-Croteau","M",30,178,83,"Canada",2016,"Fencing",NA
"1580",15130,"Christine Brinker-Wenzel","F",35,171,63,"Germany",2016,"Shooting",NA
"1581",15173,"Leidys Milagros Brito","F",32,169,52,"Venezuela",2016,"Archery",NA
"1582",15179,"Stefan Brits","M",24,183,72,"South Africa",2016,"Athletics",NA
"1583",15181,"Lawrence Brittain","M",25,187,94,"South Africa",2016,"Rowing","Silver"
"1584",15192,"Fionnuala Britton-McCormack","F",31,159,46,"Ireland",2016,"Athletics",NA
"1585",15199,"Laurence Brize","F",40,158,55,"France",2016,"Shooting",NA
"1586",15210,"Sarah Bro","F",20,177,64,"Denmark",2016,"Swimming",NA
"1587",15221,"Yvette Broch","F",25,184,73,"Netherlands",2016,"Handball",NA
"1588",15227,"Allison M. Brock","F",36,168,59,"United States",2016,"Equestrianism",NA
"1589",15227,"Allison M. Brock","F",36,168,59,"United States",2016,"Equestrianism","Bronze"
"1590",15234,"Nicolai Brock-Madsen","M",23,194,88,"Denmark",2016,"Football",NA
"1591",15258,"Jamie Lynn Broder","F",31,172,65,"Canada-2",2016,"Beach Volleyball",NA
"1592",15260,"Greg Patrick Broderick","M",30,180,50,"Ireland",2016,"Equestrianism",NA
"1593",15277,"Daniel Brodmeier","M",28,180,100,"Germany",2016,"Shooting",NA
"1594",15277,"Daniel Brodmeier","M",28,180,100,"Germany",2016,"Shooting",NA
"1595",15292,"Ryan Broekhoff","M",25,201,93,"Australia",2016,"Basketball",NA
"1596",15299,"Nadine Martina Broersen","F",26,171,62,"Netherlands",2016,"Athletics",NA
"1597",15302,"Alastair Richard Brogdon","M",28,183,76,"Great Britain",2016,"Hockey",NA
"1598",15313,"Enrique Brol Cardenas","M",37,181,73,"Guatemala",2016,"Shooting",NA
"1599",15314,"Hebert Brol Cardenas","M",36,181,80,"Guatemala",2016,"Shooting",NA
"1600",15325,"Trayvon Jaquez Bromell","M",21,175,70,"United States",2016,"Athletics",NA
"1601",15325,"Trayvon Jaquez Bromell","M",21,175,70,"United States",2016,"Athletics",NA
"1602",15326,"Viktor Bregner Bromer","M",23,194,87,"Denmark",2016,"Swimming",NA
"1603",15351,"Giorgia Bronzini","F",33,160,54,"Italy",2016,"Cycling",NA
"1604",15374,"Christopher Dean ""Chris"" Brooks","M",29,173,75,"United States",2016,"Gymnastics",NA
"1605",15374,"Christopher Dean ""Chris"" Brooks","M",29,173,75,"United States",2016,"Gymnastics",NA
"1606",15374,"Christopher Dean ""Chris"" Brooks","M",29,173,75,"United States",2016,"Gymnastics",NA
"1607",15374,"Christopher Dean ""Chris"" Brooks","M",29,173,75,"United States",2016,"Gymnastics",NA
"1608",15374,"Christopher Dean ""Chris"" Brooks","M",29,173,75,"United States",2016,"Gymnastics",NA
"1609",15374,"Christopher Dean ""Chris"" Brooks","M",29,173,75,"United States",2016,"Gymnastics",NA
"1610",15374,"Christopher Dean ""Chris"" Brooks","M",29,173,75,"United States",2016,"Gymnastics",NA
"1611",15406,"Kristina Brring-Sprehe","F",29,168,54,"Germany",2016,"Equestrianism","Bronze"
"1612",15406,"Kristina Brring-Sprehe","F",29,168,54,"Germany",2016,"Equestrianism","Gold"
"1613",15436,"Julie Brougham","F",62,157,48,"New Zealand",2016,"Equestrianism",NA
"1614",15437,"Gayle Broughton","F",20,174,70,"New Zealand",2016,"Rugby Sevens","Silver"
"1615",15446,"Alexander Brouwer","M",26,198,88,"Netherlands-1",2016,"Beach Volleyball","Bronze"
"1616",15460,"Aaron Brown","M",24,198,79,"Canada",2016,"Athletics",NA
"1617",15460,"Aaron Brown","M",24,198,79,"Canada",2016,"Athletics",NA
"1618",15460,"Aaron Brown","M",24,198,79,"Canada",2016,"Athletics","Bronze"
"1619",15461,"Abigail ""Abbie"" Brown","F",20,176,71,"Great Britain",2016,"Rugby Sevens",NA
"1620",15464,"Alicia Brown","F",26,165,57,"Canada",2016,"Athletics",NA
"1621",15464,"Alicia Brown","F",26,165,57,"Canada",2016,"Athletics",NA
"1622",15488,"Christopher Deon ""Chris"" Brown","M",37,178,75,"Bahamas",2016,"Athletics",NA
"1623",15488,"Christopher Deon ""Chris"" Brown","M",37,178,75,"Bahamas",2016,"Athletics","Bronze"
"1624",15493,"Colton Brown","M",24,183,91,"United States",2016,"Judo",NA
"1625",15507,"Devon Myles William Brown","M",24,188,80,"South Africa",2016,"Swimming",NA
"1626",15507,"Devon Myles William Brown","M",24,188,80,"South Africa",2016,"Swimming",NA
"1627",15507,"Devon Myles William Brown","M",24,188,80,"South Africa",2016,"Swimming",NA
"1628",15507,"Devon Myles William Brown","M",24,188,80,"South Africa",2016,"Swimming",NA
"1629",15510,"Dustin Brown","M",31,196,78,"Germany",2016,"Tennis",NA
"1630",15550,"Ashani Kemarley Brown","M",24,182,85,"Bahrain",2016,"Athletics",NA
"1631",15554,"Kyle Gie Brown","M",29,182,92,"South Africa",2016,"Rugby Sevens","Bronze"
"1632",15557,"Laura Brown","F",29,167,61,"Canada",2016,"Cycling","Bronze"
"1633",15560,"Mackenzie Brown","F",21,178,75,"United States",2016,"Archery",NA
"1634",15604,"Will Brown","M",24,170,61,"United States",2016,"Shooting",NA
"1635",15604,"Will Brown","M",24,170,61,"United States",2016,"Shooting",NA
"1636",15627,"Alistair Edward Brownlee","M",28,184,70,"Great Britain",2016,"Triathlon","Gold"
"1637",15628,"Jonathan Callum ""Jonny"" Brownlee","M",26,181,70,"Great Britain",2016,"Triathlon","Silver"
"1638",15643,"Ilija Brozovi","M",25,196,109,"Croatia",2016,"Handball",NA
"1639",15671,"Lucas ""Luc"" Bruchet","M",25,183,69,"Canada",2016,"Athletics",NA
"1640",15694,"Nathalie Brugger","F",30,174,69,"Switzerland",2016,"Sailing",NA
"1641",15710,"Annika Bruhn","F",23,183,69,"Germany",2016,"Swimming",NA
"1642",15710,"Annika Bruhn","F",23,183,69,"Germany",2016,"Swimming",NA
"1643",15710,"Annika Bruhn","F",23,183,69,"Germany",2016,"Swimming",NA
"1644",15717,"Henricho Bruintjies","M",23,179,72,"South Africa",2016,"Athletics",NA
"1645",15729,"Ese Brume","F",20,167,58,"Nigeria",2016,"Athletics",NA
"1646",15743,"Kristoffer Brun","M",28,175,70,"Norway",2016,"Rowing","Bronze"
"1647",15747,"Bruna Beatriz Benites Soares","F",30,178,65,"Brazil",2016,"Football",NA
"1648",15769,"Manon Brunet","F",20,165,55,"France",2016,"Fencing",NA
"1649",15769,"Manon Brunet","F",20,165,55,"France",2016,"Fencing",NA
"1650",15770,"Manuel Brunet","M",30,179,79,"Argentina",2016,"Hockey","Gold"
"1651",15788,"Rachele Bruni","F",25,170,59,"Italy",2016,"Swimming","Silver"
"1652",15791,"Bruno ""Bruninho"" Mossa de Rezende","M",30,190,76,"Brazil",2016,"Volleyball","Gold"
"1653",15823,"Federico Bruno","M",23,185,66,"Argentina",2016,"Athletics",NA
"1654",15827,"Maria Bruno","F",23,160,54,"Brazil",2016,"Synchronized Swimming",NA
"1655",15828,"Nicols Martn Bruno","M",27,187,85,"Argentina",2016,"Volleyball",NA
"1656",15852,"Nicols Brussino","M",23,200,84,"Argentina",2016,"Basketball",NA
"1657",15879,"Nicols Bruzzone","M",30,169,76,"Argentina",2016,"Rugby Sevens",NA
"1658",15885,"Aleksey Sergeyevich Bryansky","M",18,192,82,"Russia",2016,"Swimming",NA
"1659",15909,"Ole-Kristian Bryhn","M",27,189,NA,"Norway",2016,"Shooting",NA
"1660",15909,"Ole-Kristian Bryhn","M",27,189,NA,"Norway",2016,"Shooting",NA
"1661",15909,"Ole-Kristian Bryhn","M",27,189,NA,"Norway",2016,"Shooting",NA
"1662",15925,"Aleksandr Aleksandrovich Bryukhankov","M",29,184,79,"Russia",2016,"Triathlon",NA
"1663",15932,"Yelyzaveta Viktorivna Bryzhina","F",26,173,63,"Ukraine",2016,"Athletics",NA
"1664",15932,"Yelyzaveta Viktorivna Bryzhina","F",26,173,63,"Ukraine",2016,"Athletics",NA
"1665",15939,"Marcin Mariusz Brzeziski","M",32,194,98,"Poland",2016,"Rowing",NA
"1666",15944,"Maarten Brzoskowski","M",20,185,79,"Netherlands",2016,"Swimming",NA
"1667",15944,"Maarten Brzoskowski","M",20,185,79,"Netherlands",2016,"Swimming",NA
"1668",15945,"Monika Brzostek","F",27,173,62,"Poland",2016,"Beach Volleyball",NA
"1669",15950,"Artur Brzozowski","M",31,174,67,"Poland",2016,"Athletics",NA
"1670",15962,"Matelita Buadromo","F",20,171,56,"Fiji",2016,"Swimming",NA
"1671",15965,"Keerati Bualong","M",23,181,82,"Thailand",2016,"Sailing",NA
"1672",15966,"Bedopassa Buassat Djonde","M",23,172,97,"Guinea Bissau",2016,"Wrestling",NA
"1673",15967,"Joshua Buatsi","M",23,185,81,"Great Britain",2016,"Boxing","Bronze"
"1674",15971,"Andreas Hjartbro Bube","M",29,178,65,"Denmark",2016,"Athletics",NA
"1675",15973,"Mat Bubenik","M",26,197,78,"Slovakia",2016,"Athletics",NA
"1676",15983,"Vitaly Ivanovich Bubnovich","M",41,169,70,"Belarus",2016,"Shooting",NA
"1677",15983,"Vitaly Ivanovich Bubnovich","M",41,169,70,"Belarus",2016,"Shooting",NA
"1678",15996,"Eliza-Iulia Buceschi","F",23,178,70,"Romania",2016,"Handball",NA
"1679",16006,"Caroline Buchanan","F",25,165,68,"Australia",2016,"Cycling",NA
"1680",16013,"Kadeisha Buchanan","F",20,170,65,"Canada",2016,"Football","Bronze"
"1681",16014,"Rushlee Buchanan","F",28,170,63,"New Zealand",2016,"Cycling",NA
"1682",16031,"Selina Christina Bchel","F",25,167,57,"Switzerland",2016,"Athletics",NA
"1683",16047,"Ralf Buchheim","M",32,183,72,"Germany",2016,"Shooting",NA
"1684",16054,"Nicole Bchler","F",32,162,54,"Switzerland",2016,"Athletics",NA
"1685",16055,"Matthijs Bchli","M",23,188,90,"Netherlands",2016,"Cycling","Silver"
"1686",16055,"Matthijs Bchli","M",23,188,90,"Netherlands",2016,"Cycling",NA
"1687",16058,"Emanuel Buchmann","M",23,181,61,"Germany",2016,"Cycling",NA
"1688",16087,"Charlie Buckingham","M",27,188,82,"United States",2016,"Sailing",NA
"1689",16104,"Hannah Buckling","F",24,177,75,"Australia",2016,"Water Polo",NA
"1690",16105,"Zoe Buckman","F",27,168,50,"Australia",2016,"Athletics",NA
"1691",16122,"Rosane Sibele Budag Ewald","F",42,174,66,"Brazil",2016,"Shooting",NA
"1692",16122,"Rosane Sibele Budag Ewald","F",42,174,66,"Brazil",2016,"Shooting",NA
"1693",16137,"Siri Arun Budcharern","F",14,166,63,"Laos",2016,"Swimming",NA
"1694",16167,"Serhiy Volodymyrovych Budza","M",31,180,75,"Ukraine",2016,"Athletics",NA
"1695",16172,"Tiril Merete Hartvedt Bue","F",23,180,NA,"Norway",2016,"Sailing",NA
"1696",16183,"Marco Antonio Bueno Ontiveros","M",22,182,64,"Mexico",2016,"Football",NA
"1697",16227,"Philipp Buhl","M",26,187,85,"Germany",2016,"Sailing",NA
"1698",16229,"Lrke Buhl-Hansen","F",24,167,56,"Denmark",2016,"Sailing",NA
"1699",16236,"Matas Bhler","M",33,176,77,"Switzerland",2016,"Sailing",NA
"1700",16237,"Matthias Bhler","M",29,189,78,"Germany",2016,"Athletics",NA
"1701",16249,"Kim Bui","F",27,155,49,"Germany",2016,"Gymnastics",NA
"1702",16249,"Kim Bui","F",27,155,49,"Germany",2016,"Gymnastics",NA
"1703",16249,"Kim Bui","F",27,155,49,"Germany",2016,"Gymnastics",NA
"1704",16255,"Anne Buijs","F",24,191,73,"Netherlands",2016,"Volleyball",NA
"1705",16279,"Cristina Ioana Bujin","F",28,172,56,"Romania",2016,"Athletics",NA
"1706",16280,"Barbara Bujka","F",29,172,82,"Hungary",2016,"Water Polo",NA
"1707",16285,"Mandy Marie Brigitte Bujold","F",29,160,51,"Canada",2016,"Boxing",NA
"1708",16287,"Mabika Yolande Bukasa","F",28,170,70,"Refugee Olympic Athletes",2016,"Judo",NA
"1709",16299,"Luka Buki","M",22,195,90,"Croatia",2016,"Water Polo","Silver"
"1710",16302,"Yekaterina Borisovna Bukina","F",29,174,75,"Russia",2016,"Wrestling","Bronze"
"1711",16306,"Konrad Bukowiecki","M",19,191,138,"Poland",2016,"Athletics",NA
"1712",16330,"Anela Bulatovi","F",29,175,67,"Montenegro",2016,"Handball",NA
"1713",16332,"Katarina Bulatovi","F",31,186,71,"Montenegro",2016,"Handball",NA
"1714",16335,"Ana Beatriz ""Bia"" di Rienzo Bulco","F",22,167,58,"Brazil",2016,"Fencing",NA
"1715",16364,"Alyssa Bull","F",20,173,65,"Australia",2016,"Canoeing",NA
"1716",16383,"Chlo Bulleux","F",24,172,65,"France",2016,"Handball","Silver"
"1717",16386,"Pieter ""Piet"" Bulling","M",23,179,77,"New Zealand",2016,"Cycling",NA
"1718",16399,"Michael Bultheel","M",30,189,81,"Belgium",2016,"Athletics",NA
"1719",16426,"Johanna Bundsen","F",25,185,72,"Sweden",2016,"Handball",NA
"1720",16428,"Seren Bundy-Davies","F",21,175,63,"Great Britain",2016,"Athletics",NA
"1721",16442,"Tairat Bunsuk","M",23,161,69,"Thailand",2016,"Weightlifting",NA
"1722",16464,"Porntip Buranaprasertsuk","F",24,165,61,"Thailand",2016,"Badminton",NA
"1723",16485,"Mikoaj Piotr Burda","M",34,192,98,"Poland",2016,"Rowing",NA
"1724",16544,"Phil Burgess","M",28,180,92,"Great Britain",2016,"Rugby Sevens","Silver"
"1725",16571,"Lely Berlitt Burgos Ortz","F",31,153,50,"Puerto Rico",2016,"Weightlifting",NA
"1726",16581,"Olena Sviatoslavivna Buriak","F",28,196,90,"Ukraine",2016,"Rowing",NA
"1727",16584,"Damir Buri","M",35,205,115,"Croatia",2016,"Water Polo","Silver"
"1728",16592,"Gelete Burka Bati","F",30,160,43,"Ethiopia",2016,"Athletics",NA
"1729",16614,"Steven James Burke","M",28,183,78,"Great Britain",2016,"Cycling","Gold"
"1730",16645,"Peter Burling","M",25,186,82,"New Zealand",2016,"Sailing","Gold"
"1731",16651,"Pedro Luiz Burmann de Oliveira","M",24,180,83,"Brazil",2016,"Athletics",NA
"1732",16670,"Jack David Burnell","M",23,185,72,"Great Britain",2016,"Swimming",NA
"1733",16672,"Alyce Burnett","F",23,182,71,"Australia",2016,"Canoeing",NA
"1734",16678,"Jason Nicholas Burnett","M",29,165,68,"Canada",2016,"Trampolining",NA
"1735",16733,"Jordan Ernest Burroughs","M",28,171,79,"United States",2016,"Wrestling",NA
"1736",16759,"Christopher Burton","M",34,180,70,"Australia",2016,"Equestrianism",NA
"1737",16759,"Christopher Burton","M",34,180,70,"Australia",2016,"Equestrianism","Bronze"
"1738",16770,"Natalie Burton","F",27,194,76,"Australia",2016,"Basketball",NA
"1739",16773,"Tom Burton","M",26,180,81,"Australia",2016,"Sailing","Gold"
"1740",16785,"Aleksandr Ivanovich Bury","M",28,203,93,"Belarus",2016,"Tennis",NA
"1741",16792,"Bianka Bua","F",22,187,74,"Serbia",2016,"Volleyball","Silver"
"1742",16843,"Andro Bulje","M",30,200,115,"Croatia",2016,"Water Polo","Silver"
"1743",16849,"Florencia Natasha Busquets Reyes","F",27,192,68,"Argentina",2016,"Volleyball",NA
"1744",16851,"lise Bussaglia","F",30,163,56,"France",2016,"Football",NA
"1745",16860,"Tho Bussire","M",21,188,90,"France",2016,"Swimming",NA
"1746",16876,"David Bustos Gonzlez","M",25,182,64,"Spain",2016,"Athletics",NA
"1747",16881,"Rafa Buszek","M",29,195,92,"Poland",2016,"Volleyball",NA
"1748",16887,"Andrew ""Andy"" Butchart","M",24,175,64,"Great Britain",2016,"Athletics",NA
"1749",16891,"Chatchai Butdee","M",31,166,52,"Thailand",2016,"Boxing",NA
"1750",16899,"Britta Kristin Bthe","F",28,185,78,"Germany-2",2016,"Beach Volleyball",NA
"1751",16900,"Simone Buti","M",32,206,100,"Italy",2016,"Volleyball","Silver"
"1752",16918,"Geoffrey Butler","M",20,188,84,"Cayman Islands",2016,"Swimming",NA
"1753",16923,"Jimmy Butler III","M",26,201,99,"United States",2016,"Basketball","Gold"
"1754",16926,"Lara Butler","F",21,172,60,"Cayman Islands",2016,"Swimming",NA
"1755",16940,"Vitaliy Mykolaiovych Butrym","M",25,180,75,"Ukraine",2016,"Athletics",NA
"1756",16943,"Mykola Valeriyovych Butsenko","M",25,170,56,"Ukraine",2016,"Boxing",NA
"1757",16947,"Linus Butt","M",29,186,83,"Germany",2016,"Hockey","Bronze"
"1758",16977,"Dajana Butulija","F",30,175,65,"Serbia",2016,"Basketball","Bronze"
"1759",16992,"Aleksandr Nikolayevich Buykevich","M",31,191,80,"Belarus",2016,"Fencing",NA
"1760",16995,"Kimberly Buys","F",27,187,75,"Belgium",2016,"Swimming",NA
"1761",16997,"ala Bykakay","F",26,172,58,"Turkey",2016,"Tennis",NA
"1762",16999,"Rafael Augusto Buzacarini","M",24,183,100,"Brazil",2016,"Judo",NA
"1763",17004,"Paulina Buziak","F",29,170,48,"Poland",2016,"Athletics",NA
"1764",17025,"Byambyn Tvshinbat","M",29,174,69,"Mongolia",2016,"Boxing",NA
"1765",17049,"Byeon Yeong-Jun","M",32,175,59,"South Korea",2016,"Athletics",NA
"1766",17072,"Atheyna Bylon","F",27,175,75,"Panama",2016,"Boxing",NA
"1767",17107,"Sven Erik Bystrm","M",24,188,72,"Norway",2016,"Cycling",NA
"1768",17110,"Nathan Byukusenge","M",35,NA,NA,"Rwanda",2016,"Cycling",NA
"1769",17117,"Juan Sebastin Cabal Valds","M",30,185,82,"Colombia",2016,"Tennis",NA
"1770",17125,"Denia Caballero Ponce","F",26,175,70,"Cuba",2016,"Athletics","Bronze"
"1771",17144,"Ana Isabel Vermelhudo Cabecinha","F",32,163,48,"Portugal",2016,"Athletics",NA
"1772",17158,"Alexandrina Cabral Barbosa","F",30,175,62,"Spain",2016,"Handball",NA
"1773",17159,"Donald ""Donn"" Cabral","M",26,178,68,"United States",2016,"Athletics",NA
"1774",17160,"Francelina Cabral","F",31,165,NA,"Timor Leste",2016,"Cycling",NA
"1775",17161,"Johnathan Knight Cabral","M",23,190,84,"Canada",2016,"Athletics",NA
"1776",17181,"Juan Carlos Cabrera Prez","M",24,194,105,"Mexico",2016,"Rowing",NA
"1777",17183,"Lani Rose Cabrera","F",23,175,66,"Barbados",2016,"Swimming",NA
"1778",17186,"Rafael Cabrera Bello","M",32,187,83,"Spain",2016,"Golf",NA
"1779",17208,"Juan Ignacio Cceres","M",24,168,75,"Argentina",2016,"Canoeing",NA
