"","ID","Name","Sex","Age","Height","Weight","Team","Year","Sport","Medal"
"1",22,"Andreea Aanei","F",22,170,125,"Romania",2016,"Weightlifting",NA
"2",51,"Nstor Abad Sanjun","M",23,167,64,"Spain",2016,"Gymnastics",NA
"3",51,"Nstor Abad Sanjun","M",23,167,64,"Spain",2016,"Gymnastics",NA
"4",51,"Nstor Abad Sanjun","M",23,167,64,"Spain",2016,"Gymnastics",NA
"5",51,"Nstor Abad Sanjun","M",23,167,64,"Spain",2016,"Gymnastics",NA
"6",51,"Nstor Abad Sanjun","M",23,167,64,"Spain",2016,"Gymnastics",NA
"7",51,"Nstor Abad Sanjun","M",23,167,64,"Spain",2016,"Gymnastics",NA
"8",55,"Antonio Abadia Beci","M",26,170,65,"Spain",2016,"Athletics",NA
"9",62,"Giovanni Abagnale","M",21,198,90,"Italy",2016,"Rowing","Bronze"
"10",65,"Patimat Abakarova","F",21,165,49,"Azerbaijan",2016,"Taekwondo","Bronze"
"11",73,"Luc Abalo","M",31,182,86,"France",2016,"Handball","Silver"
"12",105,"Ilyas Abbadi","M",23,175,75,"Algeria",2016,"Boxing",NA
"13",110,"Abubakar Abbas Abbas","M",20,175,66,"Bahrain",2016,"Athletics",NA
"14",135,"Lois Abbingh","F",23,178,72,"Netherlands",2016,"Handball",NA
"15",138,"Salwan Jasim Abbood Abbood","M",24,180,104,"Iraq",2016,"Weightlifting",NA
"16",141,"Clare Abbott","F",30,167,58,"Ireland",2016,"Equestrianism",NA
"17",141,"Clare Abbott","F",30,167,58,"Ireland",2016,"Equestrianism",NA
"18",149,"Mara Katherine Abbott","F",30,163,52,"United States",2016,"Cycling",NA
"19",161,"Hossam Abdalla","M",28,203,97,"Egypt",2016,"Volleyball",NA
"20",170,"Maha Abdalsalam Gouda","F",18,172,61,"Egypt",2016,"Diving",NA
"21",203,"Ahmed Abdel Naeim","M",31,197,87,"Egypt",2016,"Volleyball",NA
"22",213,"Samy Abdel Razek","M",36,170,60,"Egypt",2016,"Shooting",NA
"23",213,"Samy Abdel Razek","M",36,170,60,"Egypt",2016,"Shooting",NA
"24",225,"Shaimaa Abdel-Latif-Hashad","F",35,165,57,"Egypt",2016,"Shooting",NA
"25",227,"Ahmed Abdelaal","M",27,188,89,"Egypt",2016,"Volleyball",NA
"26",228,"Mahmoud Abdelaal","M",24,176,60,"Egypt",2016,"Boxing",NA
"27",229,"Mohamed Ali Abdelaal","M",26,175,81,"Egypt",2016,"Judo",NA
"28",232,"Ibrahim Ramadan Ibrahim Abdelbaki","M",28,173,77,"Egypt",2016,"Weightlifting",NA
"29",236,"Ragab Abdelhay Saad Abdelrazek Abdallah","M",25,170,94,"Egypt",2016,"Weightlifting",NA
"30",239,"Ayoub Abdellaoui","M",23,184,68,"Algeria",2016,"Football",NA
"31",240,"Leila Abdelmoez","F",19,160,46,"Egypt",2016,"Synchronized Swimming",NA
"32",242,"Ahmed Abdelrahman","M",20,165,60,"Egypt",2016,"Judo",NA
"33",246,"Mamdouh Abdelrehim","M",26,207,90,"Egypt",2016,"Volleyball",NA
"34",250,"Saeid Morad Abdevali","M",26,170,80,"Iran",2016,"Wrestling","Bronze"
"35",251,"Bashir Abdi","M",27,176,56,"Belgium",2016,"Athletics",NA
"36",251,"Bashir Abdi","M",27,176,56,"Belgium",2016,"Athletics",NA
"37",269,"Fawziya Abdoulkarim","F",27,180,67,"Cameroon",2016,"Volleyball",NA
"38",272,"Berik Abdrakhmanov","M",30,165,60,"Kazakhstan",2016,"Boxing",NA
"39",273,"Maizurah Abdul Rahim","F",17,147,50,"Brunei",2016,"Athletics",NA
"40",335,"Abdulqdir Abdullayev","M",28,188,91,"Azerbaijan",2016,"Boxing",NA
"41",338,"Muminzhon Abdullayev","M",26,190,130,"Uzbekistan",2016,"Wrestling",NA
"42",349,"Waheed Abdulridha Waheed Karaawi","M",33,178,74,"Iraq",2016,"Boxing",NA
"43",354,"Bekzod Makhamadzhonovich Abdurakhmonov","M",26,172,74,"Uzbekistan",2016,"Wrestling",NA
"44",355,"Mukhamadmurod Abdurakhmonov","M",29,192,117,"Tajikistan",2016,"Judo",NA
"45",356,"Adlan Aliyevich Abdurashidov","M",26,172,60,"Russia",2016,"Boxing",NA
"46",383,"Mojtaba Abedini Shormasti","M",31,180,83,"Iran",2016,"Fencing",NA
"47",395,"Jennifer Abel","F",24,160,62,"Canada",2016,"Diving",NA
"48",395,"Jennifer Abel","F",24,160,62,"Canada",2016,"Diving",NA
"49",402,"Arthur Abele","M",30,184,85,"Germany",2016,"Athletics",NA
"50",405,"Jos Javier Abella Fanjul","M",22,176,66,"Mexico",2016,"Football",NA
"51",412,"Tesfaye Abera Dibaba","M",24,192,68,"Ethiopia",2016,"Athletics",NA
"52",430,"Matthew Duncan Abeysinghe","M",20,180,74,"Sri Lanka",2016,"Swimming",NA
"53",431,"Narek Abgaryan","M",24,166,52,"Armenia",2016,"Boxing",NA
"54",433,"Pablo Abin Vicen","M",31,177,68,"Spain",2016,"Badminton",NA
"55",442,"Catherine ""Kate"" Abilla Awino","F",27,162,56,"Kenya",2016,"Rugby Sevens",NA
"56",444,"Camille Anne Franoise Abily","F",31,168,60,"France",2016,"Football",NA
"57",446,"Bode Abiodun","M",35,170,68,"Nigeria",2016,"Table Tennis",NA
"58",451,"Diana Monteiro Abla","F",21,175,75,"Brazil",2016,"Water Polo",NA
"59",455,"Denis Mikhaylovich Ablyazin","M",24,161,62,"Russia",2016,"Gymnastics","Silver"
"60",455,"Denis Mikhaylovich Ablyazin","M",24,161,62,"Russia",2016,"Gymnastics",NA
"61",455,"Denis Mikhaylovich Ablyazin","M",24,161,62,"Russia",2016,"Gymnastics","Silver"
"62",455,"Denis Mikhaylovich Ablyazin","M",24,161,62,"Russia",2016,"Gymnastics","Bronze"
"63",457,"Thorine Christelle Aboa Mbeza","F",23,182,78,"Cameroon",2016,"Volleyball",NA
"64",465,"Matthew ""Matt"" Abood","M",30,197,92,"Australia",2016,"Swimming",NA
"65",465,"Matthew ""Matt"" Abood","M",30,197,92,"Australia",2016,"Swimming","Bronze"
"66",468,"Abdelhalim Muhammad Abou","M",27,210,88,"Egypt",2016,"Volleyball",NA
"67",471,"Ashraf Abou El-Hassan","M",41,186,86,"Egypt",2016,"Volleyball",NA
"68",494,"Mamdouh Taha Al-Husseini Abouebaid","M",28,183,85,"Egypt",2016,"Handball",NA
"69",495,"Alaaeldin Ahmad El-Sayyid Abouelkassem","M",25,188,87,"Egypt",2016,"Fencing",NA
"70",495,"Alaaeldin Ahmad El-Sayyid Abouelkassem","M",25,188,87,"Egypt",2016,"Fencing",NA
"71",510,"Melita Isidora Abraham Schssler","F",19,170,62,"Chile",2016,"Rowing",NA
"72",511,"Tadesse Abraham","M",33,178,61,"Switzerland",2016,"Athletics",NA
"73",533,"Yelena Vasilyevna Abramchuk (Kopets-)","F",28,182,95,"Belarus",2016,"Athletics",NA
"74",551,"Aliyah Abrams","F",19,163,53,"Guyana",2016,"Athletics",NA
"75",554,"Benik Abramyan","M",31,186,115,"Georgia",2016,"Athletics",NA
"76",563,"Diogo Ferreira Tribolet de Abreu","M",22,183,73,"Portugal",2016,"Trampolining",NA
"77",574,"rika Abril Surez","F",38,164,52,"Colombia",2016,"Athletics",NA
"78",576,"Alejandro ""lex"" Abrines Redondo","M",23,198,93,"Spain",2016,"Basketball","Bronze"
"79",578,"Bourhan Abro","M",21,180,70,"Djibouti",2016,"Swimming",NA
"80",579,"Anastasiya Aleksandrovna Abrosimova","F",26,164,51,"Russia",2016,"Triathlon",NA
"81",583,"Julien Absalon","M",35,180,68,"France",2016,"Cycling",NA
"82",593,"Methkal Marouf Abu Drais","M",32,168,67,"Jordan",2016,"Athletics",NA
"83",608,"Ahmad Abughaush","M",20,178,68,"Jordan",2016,"Taekwondo","Gold"
"84",611,"Mohammed Abukhousa","M",23,170,67,"Palestine",2016,"Athletics",NA
"85",613,"Kariman Abuljadayel","F",22,180,70,"Saudi Arabia",2016,"Athletics",NA
"86",650,"Javier Carlos Acevedo","M",18,182,68,"Canada",2016,"Swimming",NA
"87",650,"Javier Carlos Acevedo","M",18,182,68,"Canada",2016,"Swimming",NA
"88",652,"Nicole Jocelin Acevedo Tangarife","F",21,166,70,"Colombia",2016,"Rugby Sevens",NA
"89",653,"Sharon Evelin Acevedo Tangarife","F",23,170,61,"Colombia",2016,"Rugby Sevens",NA
"90",658,"Jaouad Achab","M",23,175,64,"Belgium",2016,"Taekwondo",NA
"91",660,"Karem Faride Achach Ramrez","F",25,169,60,"Mexico",2016,"Synchronized Swimming",NA
"92",663,"Sharath Kamal Achanta","M",34,186,85,"India",2016,"Table Tennis",NA
"93",668,"Gemma Acheampong","F",23,163,54,"Ghana",2016,"Athletics",NA
"94",683,"Natalie Chioma Achonwa","F",23,190,86,"Canada",2016,"Basketball",NA
"95",690,"Chantal Achterberg","F",31,172,72,"Netherlands",2016,"Rowing","Silver"
"96",710,"Bryan Josu Acosta Ramos","M",22,175,74,"Honduras",2016,"Football",NA
"97",715,"Julio Csar Acosta Gonzlez","M",29,160,62,"Chile",2016,"Weightlifting",NA
"98",720,"Marcelo Alberto Acosta Jimnez","M",20,NA,NA,"El Salvador",2016,"Swimming",NA
"99",720,"Marcelo Alberto Acosta Jimnez","M",20,NA,NA,"El Salvador",2016,"Swimming",NA
"100",720,"Marcelo Alberto Acosta Jimnez","M",20,NA,NA,"El Salvador",2016,"Swimming",NA
"101",721,"Mara Jos Acosta Acosta","F",24,172,69,"Venezuela",2016,"Wrestling",NA
"102",726,"Tanya Acosta","F",25,182,70,"Argentina",2016,"Volleyball",NA
"103",742,"Roberto Acua","M",25,208,109,"Argentina",2016,"Basketball",NA
"104",743,"Arslanbek Aylow","M",23,177,75,"Turkmenistan",2016,"Boxing",NA
"105",750,"Seiya Adachi","M",21,172,67,"Japan",2016,"Water Polo",NA
"106",760,"Constantin Adam","M",20,202,105,"Romania",2016,"Rowing",NA
"107",769,"Leonie Adam","F",23,162,54,"Germany",2016,"Trampolining",NA
"108",804,"Antoine Xavier Adams","M",27,180,79,"Saint Kitts and Nevis",2016,"Athletics",NA
"109",804,"Antoine Xavier Adams","M",27,180,79,"Saint Kitts and Nevis",2016,"Athletics",NA
"110",804,"Antoine Xavier Adams","M",27,180,79,"Saint Kitts and Nevis",2016,"Athletics",NA
"111",811,"Natalie Cammile Adams (-Brannan)","F",24,173,65,"United States",2016,"Swimming",NA
"112",823,"Liam Adams","M",29,178,64,"Australia",2016,"Athletics",NA
"113",827,"Mareike Adams","F",26,174,73,"Germany",2016,"Rowing",NA
"114",832,"Nicola Virginia Adams","F",33,164,51,"Great Britain",2016,"Boxing","Gold"
"115",834,"Paul Adams","M",24,185,98,"Australia",2016,"Shooting",NA
"116",837,"Rachael Alexis Adams","F",26,188,81,"United States",2016,"Volleyball","Bronze"
"117",846,"Valerie Kasanita Adams-Vili (-Price)","F",31,193,120,"New Zealand",2016,"Athletics","Silver"
"118",864,"Yasemin Adar","F",24,180,75,"Turkey",2016,"Wrestling",NA
"119",867,"Christopher Thomas ""Chris"" Adcock","M",27,183,80,"Great Britain",2016,"Badminton",NA
"120",869,"  Gabrielle Marie ""Gabby"" Adcock (White-)","F",25,167,NA,"Great Britain",2016,"Badminton",NA
"121",894,"James Adede","M",29,162,92,"Kenya",2016,"Weightlifting",NA
"122",900,"Oluwakemi 'Kemi' Adekoya","F",23,166,63,"Bahrain",2016,"Athletics",NA
"123",902,"Odunayo Folasade Adekuoroye","F",22,169,53,"Nigeria",2016,"Wrestling",NA
"124",915,"Abrar Osman Adem","M",22,168,58,"Eritrea",2016,"Athletics",NA
"125",916,"Biko Adema","M",28,177,85,"Kenya",2016,"Rugby Sevens",NA
"126",924,"Aminat Oluwafunmilayo Adeniyi","F",23,165,58,"Nigeria",2016,"Wrestling",NA
"127",925,"Adenzia Aparecida Ferreira da Silva","F",29,187,65,"Brazil",2016,"Volleyball",NA
"128",931,"Nyakisi Adero","F",30,NA,NA,"Uganda",2016,"Athletics",NA
"129",944,"Haydy Morsy Adil","F",16,168,58,"Egypt",2016,"Modern Pentathlon",NA
"130",954,"Adiyasambuu Tsolmon","F",23,165,65,"Mongolia",2016,"Judo",NA
"131",961,"Bradley Don ""Brad"" Adkins","M",22,188,80,"United States",2016,"Athletics",NA
"132",1004,"Aurimas Adomaviius","M",22,204,100,"Lithuania",2016,"Rowing",NA
"133",1017,"Nathan Ghar-Jun Adrian","M",27,198,100,"United States",2016,"Swimming","Bronze"
"134",1017,"Nathan Ghar-Jun Adrian","M",27,198,100,"United States",2016,"Swimming","Bronze"
"135",1017,"Nathan Ghar-Jun Adrian","M",27,198,100,"United States",2016,"Swimming","Gold"
"136",1017,"Nathan Ghar-Jun Adrian","M",27,198,100,"United States",2016,"Swimming","Gold"
"137",1018,"Vera Adrian","F",22,168,57,"Namibia",2016,"Cycling",NA
"138",1023,"Adriana ""Adrianinha"" Moiss Pinto","F",37,170,65,"Brazil",2016,"Basketball",NA
"139",1035,"Erkin Adylbek uulu","M",25,190,80,"Kyrgyzstan",2016,"Boxing",NA
"140",1052,"Jasper Aerents","M",23,191,86,"Belgium",2016,"Swimming",NA
"141",1052,"Jasper Aerents","M",23,191,86,"Belgium",2016,"Swimming",NA
"142",1068,"Brian O'Neill Afanador Prez","M",19,175,68,"Puerto Rico",2016,"Table Tennis",NA
"143",1074,"Khairulnizam Mohd Afendy","M",23,182,70,"Malaysia",2016,"Sailing",NA
"144",1082,"Ahmed Afifi","M",28,194,92,"Egypt",2016,"Volleyball",NA
"145",1087,"Evelina Afoa","F",17,162,60,"Samoa",2016,"Swimming",NA
"146",1092,"Paixo Afonso","M",25,176,80,"Angola",2016,"Sailing",NA
"147",1093,"Marina Anatolyevna Aframeyeva","F",25,171,62,"Russia",2016,"Equestrianism",NA
"148",1095,"Cecil Sebastian Afrika","M",28,175,75,"South Africa",2016,"Rugby Sevens","Bronze"
"149",1098,"Khristos Afroudakis","M",32,188,88,"Greece",2016,"Water Polo",NA
"150",1107,"Timothy Ernest Victor Kwizera ""Tim"" Agaba","M",27,193,104,"South Africa",2016,"Rugby Sevens","Bronze"
"151",1114,"Luca Agamennoni","M",35,187,93,"Italy",2016,"Rowing",NA
"152",1131,"Clarisse Agbegnenou","F",23,164,66,"France",2016,"Judo","Silver"
"153",1145,"Maia Kristiane Agerup","F",21,172,NA,"Norway",2016,"Sailing",NA
"154",1146,"Ragna Agerup","F",21,168,NA,"Norway",2016,"Sailing",NA
"155",1162,"Levon Aghasyan","M",21,193,75,"Armenia",2016,"Athletics",NA
"156",1173,"Yannick Agnel","M",24,202,90,"France",2016,"Swimming",NA
"157",1195,"Salvador Jos Milhazes Agra","M",24,168,70,"Portugal",2016,"Football",NA
"158",1203,"Renzo Pasquale Zeglio Agresta","M",31,181,76,"Brazil",2016,"Fencing",NA
"159",1213,"Norisbeth Isais Agudo Gonzlez","F",24,163,55,"Venezuela",2016,"Beach Volleyball",NA
"160",1234,"Alessandra Aguilar Morn","F",38,165,50,"Spain",2016,"Athletics",NA
"161",1242,"Evelis Jazmin Aguilar Torres","F",23,173,64,"Colombia",2016,"Athletics",NA
"162",1243,"Felipe Aguilar Mendoza","M",23,191,72,"Colombia",2016,"Football",NA
"163",1244,"Felipe Aguilar Schler","M",41,170,72,"Chile",2016,"Golf",NA
"164",1247,"Iaki Aguilar Vicente","M",32,189,82,"Spain",2016,"Water Polo",NA
"165",1254,"Macarena Aguilar Daz","F",31,170,67,"Spain",2016,"Handball",NA
"166",1262,"Sandra Aguilar Navarro","F",23,167,50,"Spain",2016,"Rhythmic Gymnastics","Silver"
"167",1265,"Yulenmis Aguilar Martnez","F",20,165,66,"Cuba",2016,"Athletics",NA
"168",1271,"Tomas Alonso Aguilera Armendariz","M",27,202,95,"Mexico",2016,"Volleyball",NA
"169",1277,"Carolina Aguirre Giraldo","F",20,160,59,"Colombia",2016,"Archery",NA
"170",1277,"Carolina Aguirre Giraldo","F",20,160,59,"Colombia",2016,"Archery",NA
"171",1279,"rick Germain Aguirre Tafolla","M",19,170,60,"Mexico",2016,"Football",NA
"172",1281,"Gabriela Aguirre","F",30,164,58,"Argentina",2016,"Hockey",NA
"173",1290,"Marcelo Vctor Aguirre","M",23,174,66,"Paraguay",2016,"Table Tennis",NA
"174",1301,"Sri Wahyuni Agustiani","F",21,147,47,"Indonesia",2016,"Weightlifting","Silver"
"175",1320,"Kelsie Ahbe","F",25,170,63,"Canada",2016,"Athletics",NA
"176",1356,"Christian Ahlmann","M",41,189,80,"Germany",2016,"Equestrianism",NA
"177",1356,"Christian Ahlmann","M",41,189,80,"Germany",2016,"Equestrianism","Bronze"
"178",1374,"Tontowi Ahmad","M",29,179,72,"Indonesia-1",2016,"Badminton","Gold"
"179",1377,"Elaheh Ahmadi","F",34,160,62,"Iran",2016,"Shooting",NA
"180",1392,"Esraa Ahmed El-Sayed","F",17,150,63,"Egypt",2016,"Weightlifting",NA
"181",1394,"Ghofran Ahmed Zaki","M",23,192,68,"Egypt",2016,"Taekwondo",NA
"182",1405,"Mohammed Ahmed","M",25,182,56,"Canada",2016,"Athletics",NA
"183",1405,"Mohammed Ahmed","M",25,182,56,"Canada",2016,"Athletics",NA
"184",1413,"Samia Mohamed Hagrass Ahmed","F",20,170,57,"Egypt",2016,"Synchronized Swimming",NA
"185",1413,"Samia Mohamed Hagrass Ahmed","F",20,170,57,"Egypt",2016,"Synchronized Swimming",NA
"186",1421,"Masbah Ahmmed","M",21,NA,NA,"Bangladesh",2016,"Athletics",NA
"187",1439,"Murielle Ahour","F",28,165,58,"Cote d'Ivoire",2016,"Athletics",NA
"188",1439,"Murielle Ahour","F",28,165,58,"Cote d'Ivoire",2016,"Athletics",NA
"189",1445,"Gaby Diana Ahrens","F",35,169,60,"Namibia",2016,"Shooting",NA
"190",1451,"Mohammad Ahsan","M",28,173,72,"Indonesia",2016,"Badminton",NA
"191",1453,"Nicole Ahsinger","F",18,163,58,"United States",2016,"Trampolining",NA
"192",1462,"Michelle-Lee Raquel Ahye","F",24,160,64,"Trinidad and Tobago",2016,"Athletics",NA
"193",1462,"Michelle-Lee Raquel Ahye","F",24,160,64,"Trinidad and Tobago",2016,"Athletics",NA
"194",1462,"Michelle-Lee Raquel Ahye","F",24,160,64,"Trinidad and Tobago",2016,"Athletics",NA
"195",1464,"Ai Yanhan","F",14,168,54,"China",2016,"Swimming",NA
"196",1464,"Ai Yanhan","F",14,168,54,"China",2016,"Swimming",NA
"197",1465,"Jrmy Aicardi","M",27,178,83,"France",2016,"Rugby Sevens",NA
"198",1466,"Matteo Aicardi","M",30,192,102,"Italy",2016,"Water Polo","Bronze"
"199",1472,"Vlad-Drago Aicoboae","M",22,197,91,"Romania",2016,"Rowing",NA
"200",1477,"Neringa Aidietyt","F",33,177,60,"Lithuania",2016,"Athletics",NA
"201",1478,"Rosaria Aiello","F",27,172,74,"Italy",2016,"Water Polo","Silver"
"202",1481,"Hannes Aigner","M",27,183,75,"Germany",2016,"Canoeing",NA
"203",1488,"Harry Leslie Aikines-Aryeetey","M",27,180,87,"Great Britain",2016,"Athletics",NA
"204",1502,"Sophie Claire Ainsworth","F",27,173,68,"Great Britain",2016,"Sailing",NA
"205",1515,"Saiyidah Aisyah Mohamed Rafa'ee","F",28,173,68,"Singapore",2016,"Rowing",NA
"206",1516,"Rachid Ait Atmane","M",23,190,76,"Algeria",2016,"Football",NA
"207",1519,"Anasse At El Abdia","M",23,180,66,"Morocco",2016,"Cycling",NA
"208",1525,"Zied Ait Ouagram","M",27,191,75,"Morocco",2016,"Wrestling",NA
"209",1526,"Samir At Sad","M",26,167,65,"France",2016,"Gymnastics",NA
"210",1526,"Samir At Sad","M",26,167,65,"France",2016,"Gymnastics",NA
"211",1527,"Souad At Salem (-Mahour-Bacha)","F",37,158,50,"Algeria",2016,"Athletics",NA
"212",1548,"Efe Ajagba","M",22,190,NA,"Nigeria",2016,"Boxing",NA
"213",1551,"Oluwafemi ""Junior"" Ajayi","M",20,172,79,"Nigeria",2016,"Football","Bronze"
"214",1553,"Astrit Ajdarevi","M",26,190,80,"Sweden",2016,"Football",NA
"215",1561,"Mobolade Abimbola Ajomale","M",20,180,62,"Canada",2016,"Athletics","Bronze"
"216",1575,"Stella Akakpo","F",22,166,60,"France",2016,"Athletics",NA
"217",1599,"Meryem (Mirriam Jepchirchir-) Akda (Mayo-)","F",23,171,51,"Turkey",2016,"Athletics",NA
"218",1600,"Tark Langat Akda","M",28,176,60,"Turkey",2016,"Athletics",NA
"219",1634,"Taha Akgl","M",25,192,125,"Turkey",2016,"Wrestling","Gold"
"220",1636,"Svitlana Viktorivna Akhadova","F",23,170,69,"Ukraine",2016,"Canoeing",NA
"221",1645,"Habibollah Jomeh Akhlaghi","M",31,175,90,"Iran",2016,"Wrestling",NA
"222",1647,"Murodzhon Kakharovich Akhmadaliyev","M",21,165,56,"Uzbekistan",2016,"Boxing","Bronze"
"223",1649,"Artur Kamilevich Akhmatkhuzin","M",28,187,79,"Russia",2016,"Fencing",NA
"224",1649,"Artur Kamilevich Akhmatkhuzin","M",28,187,79,"Russia",2016,"Fencing","Gold"
"225",1682,"Morolake Akinosun","F",22,163,61,"United States",2016,"Athletics","Gold"
"226",1683,"Foluke Antinuke Akinradewo","F",28,191,79,"United States",2016,"Volleyball","Bronze"
"227",1687,"Jonathan Akinyemi","M",27,188,85,"Nigeria",2016,"Canoeing",NA
"228",1692,"Teruyoshi Akiyama","M",44,168,65,"Japan",2016,"Shooting",NA
"229",1696,"Malika Al-Akkaoui","F",28,160,49,"Morocco",2016,"Athletics",NA
"230",1696,"Malika Al-Akkaoui","F",28,160,49,"Morocco",2016,"Athletics",NA
"231",1697,"Halil Akka","M",33,175,58,"Turkey",2016,"Athletics",NA
"232",1701,"Joshua Emmanuel ""Josh"" Akognon","M",30,189,83,"Nigeria",2016,"Basketball",NA
"233",1716,"Daniel Akpeyi","M",30,187,80,"Nigeria",2016,"Football","Bronze"
"234",1721,"Ahmed Akram Abbas Mahmoud","M",19,188,80,"Egypt",2016,"Swimming",NA
"235",1721,"Ahmed Akram Abbas Mahmoud","M",19,188,80,"Egypt",2016,"Swimming",NA
"236",1729,"Youssef Akrout","M",25,180,78,"Tunisia",2016,"Sailing",NA
"237",1730,"Monica Aksamit","F",26,183,74,"United States",2016,"Fencing","Bronze"
"238",1746,"Sonia Aktar","F",19,NA,NA,"Bangladesh",2016,"Swimming",NA
"239",1749,"Shirin Akter","F",21,159,50,"Bangladesh",2016,"Athletics",NA
"240",1763,"Hussein Al-Aameri","M",25,177,80,"Iraq",2016,"Judo",NA
"241",1773,"Ahmad Al-Afasi","M",33,NA,NA,"Individual Olympic Athletes",2016,"Shooting",NA
"242",1780,"Mazoon Khalfan Saleh Al-Alawi","F",18,182,NA,"Oman",2016,"Athletics",NA
"243",1787,"Tariq Ahmed Al-Amri","M",25,165,49,"Saudi Arabia",2016,"Athletics",NA
"244",1788,"Atallah Al-Anazi","M",28,174,74,"Saudi Arabia",2016,"Shooting",NA
"245",1788,"Atallah Al-Anazi","M",28,174,74,"Saudi Arabia",2016,"Shooting",NA
"246",1807,"Mary Al-Atrash","F",22,170,57,"Palestine",2016,"Swimming",NA
"247",1809,"Nasser Salih Nasser Abdullah Al-Attiya","M",45,178,82,"Qatar",2016,"Shooting",NA
"248",1810,"Hamad Ali Mohamed A Al-Attiyah","M",21,193,89,"Qatar",2016,"Equestrianism",NA
"249",1810,"Hamad Ali Mohamed A Al-Attiyah","M",21,193,89,"Qatar",2016,"Equestrianism",NA
"250",1826,"Ayesha Shahriyar Mohammed Al-Balooshi","F",24,160,57,"United Arab Emirates",2016,"Weightlifting",NA
"251",1829,"Wadha Bint Nasir Al-Balushi","F",26,160,75,"Oman",2016,"Shooting",NA
"252",1832,"Nada Mohamed Abdulzaher Mohamed Al-Bedwawi","F",18,162,53,"United Arab Emirates",2016,"Swimming",NA
"253",1856,"Sultan Mubarak M. Al-Dawoodi","M",31,192,86,"Saudi Arabia",2016,"Athletics",NA
"254",1858,"Fehaid Al-Deehani","M",49,178,95,"Individual Olympic Athletes",2016,"Shooting","Gold"
"255",1886,"Mohsen Hussain Al-Duhaylib","M",22,163,69,"Saudi Arabia",2016,"Weightlifting",NA
"256",1897,"Abdulrahman Al-Faihan","M",30,NA,NA,"Individual Olympic Athletes",2016,"Shooting",NA
"257",1943,"Dalal Masfir Al-Harith","F",16,160,55,"Qatar",2016,"Athletics",NA
"258",1946,"Barakat Mubarak Al-Harthi","M",28,173,67,"Oman",2016,"Athletics",NA
"259",1980,"Khaled Al-Kaabi","M",31,168,85,"United Arab Emirates",2016,"Shooting",NA
"260",1991,"Obada Al-Kasbeh","M",22,166,64,"Jordan",2016,"Boxing",NA
"261",1992,"Mohammed Riyadh Al-Khafaji","M",22,181,75,"Iraq",2016,"Rowing",NA
"262",1993,"Hajar Saeed Saad Sowaid Al-Khaldi","F",21,160,45,"Bahrain",2016,"Athletics",NA
"263",2001,"Hamed Said Al-Khatri","M",31,173,68,"Oman",2016,"Shooting",NA
"264",2008,"Noah Abdalaziz Al-Khulaifi","M",17,190,86,"Qatar",2016,"Swimming",NA
"265",2021,"Fatema Abdul Muhsin Al-Mahmeed","F",17,167,60,"Bahrain",2016,"Swimming",NA
"266",2029,"Saeed bin Hasher Al-Maktoum","M",39,176,88,"United Arab Emirates",2016,"Shooting",NA
"267",2053,"Khaled Al-Mudhaf","M",38,164,105,"Individual Olympic Athletes",2016,"Shooting",NA
"268",2082,"Lubna Al-Omair","F",29,152,45,"Saudi Arabia",2016,"Fencing",NA
"269",2090,"Moukheld Mahil F. Al-Outaibi","M",40,163,60,"Saudi Arabia",2016,"Athletics",NA
"270",2112,"Abdullah Al-Rashidi","M",52,183,83,"Individual Olympic Athletes",2016,"Shooting","Bronze"
"271",2114,"Bassel Al-Rayes","M",37,180,95,"Qatar",2016,"Handball",NA
"272",2115,"Ali Yousef Al-Rumaihi","M",34,177,86,"Qatar",2016,"Equestrianism",NA
"273",2115,"Ali Yousef Al-Rumaihi","M",34,177,86,"Qatar",2016,"Equestrianism",NA
"274",2119,"Yaaqoub Al-Saadi","M",20,175,62,"United Arab Emirates",2016,"Swimming",NA
"275",2135,"Mayada Al-Sayad","F",23,NA,NA,"Palestine",2016,"Athletics",NA
"276",2161,"Abdulaziz Al-Shatti","M",25,NA,NA,"Individual Olympic Athletes",2016,"Fencing",NA
"277",2169,"Hicham Al-Siguni","M",23,172,61,"Morocco",2016,"Athletics",NA
"278",2184,"Sheikh Ali bin Khalid Al-Thani","M",33,194,73,"Qatar",2016,"Equestrianism",NA
"279",2184,"Sheikh Ali bin Khalid Al-Thani","M",33,194,73,"Qatar",2016,"Equestrianism",NA
"280",2197,"Saud Al-Zaabi","M",27,NA,NA,"United Arab Emirates",2016,"Athletics",NA
"281",2206,"Alaa Ali Mhawi","M",20,178,68,"Iraq",2016,"Football",NA
"282",2207,"Ayman Alaa El-Din Mohamed Fayez","M",25,181,72,"Egypt",2016,"Fencing",NA
"283",2210,"Marina Alabau Neira","F",30,164,55,"Spain",2016,"Sailing",NA
"284",2236,"Salima El Ouali Al-Alami","F",32,179,58,"Morocco",2016,"Athletics",NA
"285",2237,"Nima Alamian","M",23,174,70,"Iran",2016,"Table Tennis",NA
"286",2238,"Noshad Alamian Darounkolaei","M",24,170,67,"Iran",2016,"Table Tennis",NA
"287",2259,"Julian Alaphilippe","M",24,173,62,"France",2016,"Cycling",NA
"288",2259,"Julian Alaphilippe","M",24,173,62,"France",2016,"Cycling",NA
"289",2266,"Ricard Alarcn Tevar","M",24,188,110,"Spain",2016,"Water Polo",NA
